nmc_zone,esr,zone_code,supply_hrs,confidence,r,g,b,ai_answer,flag,final_supply_hrs
MANGALWARI,GOVERNOR HOUSE - SADAR,SZ-16,04-08,auto,0.304,0.339,0.358,04-08,,04-08
MANGALWARI,GOVERNOR HOUSE - SADAR,SZ-8,CHECK:18-24?,manual,0.324,0.401,0.275,18-24,,18-24
MANGALWARI,GOVERNOR HOUSE - SADAR,SZ-5,CHECK:18-24?,manual,0.339,0.387,0.274,18-24,,18-24
MANGALWARI,GOVERNOR HOUSE - SADAR,SZ-7,CHECK:02-04?,manual,0.355,0.386,0.259,18-24,,18-24
MANGALWARI,GOVERNOR HOUSE - SADAR,SZ-13,CHECK:02-04?,manual,0.389,0.361,0.251,02-04,,02-04
MANGALWARI,GOVERNOR HOUSE - SADAR,SZ-9,CHECK:02-04?,manual,0.349,0.388,0.263,18-24,,18-24
MANGALWARI,GOVERNOR HOUSE - SADAR,SZ-6,CHECK:18-24?,manual,0.35,0.4,0.25,18-24,,18-24
MANGALWARI,GOVERNOR HOUSE - SADAR,SZ-1,CHECK:18-24?,manual,0.336,0.448,0.216,18-24,,18-24
MANGALWARI,GOVERNOR HOUSE - SADAR,SZ-4,CHECK:18-24?,manual,0.339,0.383,0.277,18-24,,18-24
MANGALWARI,GOVERNOR HOUSE - SADAR,SZ-14,CHECK:02-04?,manual,0.37,0.359,0.271,02-04,,02-04
MANGALWARI,GOVERNOR HOUSE - SADAR,SZ-18,04-08,auto,0.294,0.339,0.367,04-08,,04-08
MANGALWARI,GOVERNOR HOUSE - SADAR,SZ-10,CHECK:02-04?,manual,0.403,0.355,0.242,02-04,,02-04
MANGALWARI,GOVERNOR HOUSE - SADAR,SZ-3,CHECK:02-04?,manual,0.342,0.379,0.279,18-24,,18-24
MANGALWARI,GOVERNOR HOUSE - SADAR,SZ-2,CHECK:02-04?,manual,0.341,0.381,0.277,18-24,,18-24
NEHRU NAGAR,DIGHORI ESR,SZ-9,CHECK:02-04?,manual,0.363,0.367,0.27,02-04,,02-04
NEHRU NAGAR,DIGHORI ESR,SZ-21,CHECK:02-04?,manual,0.358,0.367,0.275,02-04,,02-04
NEHRU NAGAR,DIGHORI ESR,SZ-20,CHECK:02-04?,manual,0.371,0.363,0.266,02-04,,02-04
NEHRU NAGAR,DIGHORI ESR,SZ-8,CHECK:02-04?,manual,0.369,0.369,0.261,02-04,,02-04
NEHRU NAGAR,DIGHORI ESR,SZ-11,CHECK:02-04?,manual,0.37,0.366,0.264,02-04,,02-04
NEHRU NAGAR,DIGHORI ESR,SZ-16,CHECK:02-04?,manual,0.371,0.365,0.264,02-04,,02-04
NEHRU NAGAR,DIGHORI ESR,SZ-12,CHECK:02-04?,manual,0.374,0.364,0.262,02-04,,02-04
NEHRU NAGAR,DIGHORI ESR,SZ-18,CHECK:02-04?,manual,0.378,0.368,0.254,02-04,,02-04
NEHRU NAGAR,DIGHORI ESR,SZ-14,CHECK:02-04?,manual,0.383,0.365,0.252,02-04,,02-04
NEHRU NAGAR,DIGHORI ESR,SZ-13,CHECK:02-04?,manual,0.373,0.365,0.262,02-04,,02-04
NEHRU NAGAR,DIGHORI ESR,SZ-10,CHECK:02-04?,manual,0.366,0.368,0.266,02-04,,02-04
NEHRU NAGAR,DIGHORI ESR,SZ-17,CHECK:02-04?,manual,0.361,0.363,0.276,02-04,,02-04
NEHRU NAGAR,DIGHORI ESR,SZ-15,CHECK:02-04?,manual,0.368,0.366,0.266,02-04,,02-04
NEHRU NAGAR,DIGHORI ESR,SZ-19,CHECK:02-04?,manual,0.375,0.37,0.255,02-04,,02-04
NEHRU NAGAR,NANDANVAN ESR,SZ-7,04-08,auto,0.308,0.339,0.353,04-08,,04-08
NEHRU NAGAR,NANDANVAN ESR,SZ-4,CHECK:02-04?,manual,0.323,0.343,0.333,18-24,,18-24
NEHRU NAGAR,NANDANVAN ESR,SZ-9,04-08,auto,0.305,0.337,0.358,04-08,,04-08
NEHRU NAGAR,NANDANVAN ESR,SZ-3,04-08,auto,0.296,0.34,0.364,04-08,,04-08
NEHRU NAGAR,NANDANVAN ESR,SZ-8,CHECK:02-04?,manual,0.433,0.303,0.264,02-04,,02-04
NEHRU NAGAR,NANDANVAN ESR,SZ-7,04-08,auto,0.3,0.338,0.362,04-08,,04-08
NEHRU NAGAR,NANDANVAN ESR,SZ-6,04-08,auto,0.303,0.34,0.357,04-08,,04-08
NEHRU NAGAR,NANDANVAN ESR,SZ-5,04-08,auto,0.303,0.339,0.358,04-08,,04-08
NEHRU NAGAR,NANDANVAN ESR,SZ-1,CHECK:02-04?,manual,0.397,0.355,0.247,02-04,,02-04
NEHRU NAGAR,NANDANVAN ESR,SZ-10,CHECK:02-04?,manual,0.401,0.354,0.245,02-04,,02-04
NEHRU NAGAR,NANDANVAN ESR,SZ-2,CHECK:02-04?,manual,0.401,0.356,0.244,02-04,,02-04
SATRANJIPURA,Bastarwari ESR IIA,SZ-1,CHECK:02-04?,manual,0.427,0.307,0.266,02-04,,02-04
SATRANJIPURA,Bastarwari ESR IIA,SZ-3,CHECK:02-04?,manual,0.419,0.305,0.276,02-04,,02-04
SATRANJIPURA,Bastarwari ESR IIA,SZ-8,CHECK:02-04?,manual,0.401,0.359,0.24,02-04,,02-04
SATRANJIPURA,Bastarwari ESR IIA,SZ-7,CHECK:02-04?,manual,0.406,0.355,0.24,02-04,,02-04
SATRANJIPURA,Bastarwari ESR IIA,SZ-11,CHECK:02-04?,manual,0.405,0.356,0.239,02-04,,02-04
SATRANJIPURA,Bastarwari ESR IIA,SZ-9,CHECK:02-04?,manual,0.407,0.355,0.238,02-04,,02-04
SATRANJIPURA,Bastarwari ESR IIA,SZ-5,CHECK:02-04?,manual,0.409,0.357,0.235,02-04,,02-04
SATRANJIPURA,Bastarwari ESR IIA,SZ-10,CHECK:02-04?,manual,0.39,0.357,0.253,02-04,,02-04
SATRANJIPURA,Bastarwari ESR IIA,SZ-13,CHECK:02-04?,manual,0.411,0.349,0.24,02-04,,02-04
SATRANJIPURA,Bastarwari ESR IIA,SZ-2,CHECK:02-04?,manual,0.48,0.296,0.223,02-04,,02-04
SATRANJIPURA,Bastarwari ESR IIA,SZ-4,CHECK:02-04?,manual,0.402,0.351,0.248,02-04,,02-04
SATRANJIPURA,Bastarwari ESR IIA,SZ-6,CHECK:02-04?,manual,0.408,0.351,0.241,02-04,,02-04
SATRANJIPURA,Bastarwari ESR IIA,SZ-12,CHECK:02-04?,manual,0.422,0.362,0.216,02-04,,02-04
SATRANJIPURA,Shanti Nagar ESR,SZ-2,CHECK:18-24?,manual,0.344,0.425,0.231,18-24,,18-24
SATRANJIPURA,Shanti Nagar ESR,SZ-4,CHECK:02-04?,manual,0.371,0.363,0.266,02-04,,02-04
SATRANJIPURA,Shanti Nagar ESR,SZ-6,CHECK:02-04?,manual,0.356,0.361,0.282,02-04,,02-04
SATRANJIPURA,Shanti Nagar ESR,SZ-12,CHECK:02-04?,manual,0.375,0.364,0.262,02-04,,02-04
SATRANJIPURA,Shanti Nagar ESR,SZ-5,CHECK:02-04?,manual,0.405,0.368,0.227,02-04,,02-04
SATRANJIPURA,Shanti Nagar ESR,SZ-7,CHECK:02-04?,manual,0.371,0.364,0.265,02-04,,02-04
SATRANJIPURA,Shanti Nagar ESR,SZ-11,CHECK:02-04?,manual,0.391,0.378,0.231,02-04,,02-04
SATRANJIPURA,Shanti Nagar ESR,SZ-9,CHECK:02-04?,manual,0.377,0.365,0.258,02-04,,02-04
SATRANJIPURA,Shanti Nagar ESR,SZ-10,CHECK:02-04?,manual,0.376,0.363,0.261,02-04,,02-04
SATRANJIPURA,Shanti Nagar ESR,SZ-3,CHECK:02-04?,manual,0.371,0.363,0.266,02-04,,02-04
SATRANJIPURA,Shanti Nagar ESR,SZ-8,CHECK:02-04?,manual,0.373,0.361,0.266,02-04,,02-04
SATRANJIPURA,Shanti Nagar ESR,SZ-1,CHECK:18-24?,manual,0.343,0.417,0.239,18-24,,18-24
SATRANJIPURA,Shanti Nagar ESR,SZ-14,CHECK:02-04?,manual,0.377,0.364,0.259,02-04,,02-04
SATRANJIPURA,Shanti Nagar ESR,SZ-13,CHECK:02-04?,manual,0.395,0.366,0.239,02-04,,02-04
